time p temp
246 1 38.313725
247 1 38.394554
248 1 38.475376
249 1 38.55619
250 1 38.636997
251 1 38.717796
252 1 38.798584
253 1 38.879364
254 1 38.960136
255 1 39.0409
256 1 39.12166
257 1 39.202408
258 1 39.28315
259 1 39.36388
260 1 39.444603
261 1 39.52532
262 1 39.606026
263 1 39.686726
264 1 39.767418
265 1 39.8481
266 1 39.928772
267 1 40.009438
268 1 40.090096
269 1 40.170746
270 1 40.25139
271 1 40.332024
272 1 40.412647
273 1 40.493263
274 1 40.57387
275 1 40.654472
276 1 40.735065
277 1 40.81565
278 1 40.89623
279 1 40.976795
280 1 41.057354
281 1 41.137905
282 1 41.21845
283 1 41.298985
284 1 41.379513
285 1 41.460033
286 1 41.540543
287 1 41.621044
288 1 41.701538
289 1 41.782024
290 1 41.862503
291 1 41.942974
292 1 42.023438
293 1 42.10389
294 1 42.184334
295 1 42.26477
296 1 42.3452
297 1 42.42562
298 1 42.506035
299 1 42.58644
300 1 42.666836
301 1 42.747223
302 1 42.827602
303 1 42.907974
304 1 42.98834
305 1 43.068695
306 1 43.149044
307 1 43.22938
308 1 43.30971
309 1 43.390034
310 1 43.47035
311 1 43.550655
312 1 43.630955
313 1 43.711246
314 1 43.791527
315 1 43.8718
316 1 43.952065
317 1 44.032322
318 1 44.11257
319 1 44.192814
320 1 44.27305
321 1 44.353275
322 1 44.43349
323 1 44.5137
324 1 44.5939
325 1 44.67409
326 1 44.754276
327 1 44.834454
328 1 44.914623
329 1 44.99478
330 1 45.074932
331 1 45.155075
332 1 45.23521
333 1 45.31534
334 1 45.39546
335 1 45.47557
336 1 45.555676
337 1 45.63577
338 1 45.715855
339 1 45.795933
340 1 45.876003
341 1 45.956066
342 1 46.03612
343 1 46.11617
344 1 46.196205
345 1 46.276234
346 1 46.356255
347 1 46.436268
348 1 46.516273
349 1 46.59627
350 1 46.67626
351 1 46.756245
352 1 46.836216
353 1 46.91618
354 1 46.996136
355 1 47.076084
356 1 47.156025
357 1 47.23596
358 1 47.315884
359 1 47.3958
360 1 47.475708
361 1 47.555607
362 1 47.635498
363 1 47.71538
364 1 47.795258
365 1 47.875126
366 1 47.954987
367 1 48.03484
368 1 48.11468
369 1 48.194515
370 1 48.27434
371 1 48.35416
372 1 48.43397
373 1 48.513775
374 1 48.59357
375 1 48.67336
376 1 48.753136
377 1 48.832905
378 1 48.912666
379 1 48.99242
380 1 49.072166
381 1 49.151905
382 1 49.231636
383 1 49.31136
384 1 49.39107
385 1 49.470776
386 1 49.550472
387 1 49.63016
388 1 49.709843
389 1 49.789516
390 1 49.869183
391 1 49.94884
392 1 50.02849
393 1 50.108128
394 1 50.18776
395 1 50.267384
396 1 50.347
397 1 50.42661
398 1 50.50621
399 1 50.585804
400 1 50.665386
401 1 50.74496
402 1 50.824528
403 1 50.904087
404 1 50.98364
405 1 51.063183
406 1 51.14272
407 1 51.222248
408 1 51.30177
409 1 51.38128
410 1 51.46078
411 1 51.540276
412 1 51.619762
413 1 51.69924
414 1 51.778713
415 1 51.858177
416 1 51.937634
417 1 52.01708
418 1 52.096516
419 1 52.175945
420 1 52.255367
421 1 52.33478
422 1 52.41419
423 1 52.493587
424 1 52.57298
425 1 52.652363
426 1 52.731735
427 1 52.8111
428 1 52.890457
429 1 52.969807
430 1 53.04915
431 1 53.128483
432 1 53.20781
433 1 53.28713
434 1 53.36644
435 1 53.44574
436 1 53.525032
437 1 53.604317
438 1 53.683594
439 1 53.762863
440 1 53.842125
441 1 53.92138
442 1 54.000626
443 1 54.079865
444 1 54.159092
445 1 54.23831
446 1 54.317524
447 1 54.39673
448 1 54.475925
449 1 54.555115
450 1 54.634296
451 1 54.71347
452 1 54.792637
453 1 54.87179
454 1 54.95094
455 1 55.03008
456 1 55.10921
457 1 55.188335
458 1 55.267452
459 1 55.34656
460 1 55.425663
461 1 55.504757
462 1 55.583843
463 1 55.662918
464 1 55.741985
465 1 55.821045
466 1 55.900097
467 1 55.97914
468 1 56.058178
469 1 56.137207
470 1 56.21623
471 1 56.295242
472 1 56.374245
473 1 56.45324
474 1 56.532227
475 1 56.611206
476 1 56.690178
477 1 56.769142
478 1 56.8481
479 1 56.927048
480 1 57.00599
481 1 57.084923
482 1 57.163845
483 1 57.24276
484 1 57.321667
485 1 57.400566
486 1 57.479458
487 1 57.558342
488 1 57.63722
489 1 57.716087
490 1 57.79495
491 1 57.873802
492 1 57.952644
493 1 58.03148
494 1 58.110306
495 1 58.189125
496 1 58.267937
497 1 58.34674
498 1 58.425537
499 1 58.504326
500 1 58.583107
501 1 58.66188
502 1 58.740643
503 1 58.819397
504 1 58.898144
505 1 58.976883
506 1 59.055614
507 1 59.13434
508 1 59.213055
509 1 59.291763
510 1 59.370464
511 1 59.449158
512 1 59.527843
513 1 59.606518
514 1 59.685184
515 1 59.763844
516 1 59.842495
517 1 59.92114
518 1 59.999775
519 1 60.078403
520 1 60.157024
521 1 60.235638
522 1 60.314243
523 1 60.392838
524 1 60.471424
525 1 60.550003
526 1 60.628574
527 1 60.707138
528 1 60.785694
529 1 60.864243
530 1 60.942783
531 1 61.021317
532 1 61.099842
533 1 61.17836
534 1 61.256866
535 1 61.335365
536 1 61.413857
537 1 61.49234
538 1 61.570816
539 1 61.649284
540 1 61.727745
541 1 61.8062
542 1 61.884644
543 1 61.96308
544 1 62.04151
545 1 62.119934
546 1 62.198345
547 1 62.27675
548 1 62.355145
549 1 62.433533
550 1 62.511913
551 1 62.590286
552 1 62.66865
553 1 62.74701
554 1 62.82536
555 1 62.9037
556 1 62.982037
557 1 63.06036
558 1 63.138676
559 1 63.216984
560 1 63.295284
561 1 63.373577
562 1 63.451862
563 1 63.53014
564 1 63.60841
565 1 63.686672
566 1 63.764927
567 1 63.843174
568 1 63.921413
569 1 63.99964
570 1 64.077866
571 1 64.15608
572 1 64.23429
573 1 64.31249
574 1 64.390686
575 1 64.468864
576 1 64.547035
577 1 64.6252
578 1 64.703354
579 1 64.7815
580 1 64.85964
581 1 64.937775
582 1 65.0159
583 1 65.09402
584 1 65.17213
585 1 65.25023
586 1 65.32832
587 1 65.40641
588 1 65.48449
589 1 65.56256
590 1 65.640625
591 1 65.71868
592 1 65.79673
593 1 65.87477
594 1 65.952805
595 1 66.03083
596 1 66.10885
597 1 66.18686
598 1 66.26486
599 1 66.34286
600 1 66.420845
601 1 66.49882
602 1 66.57678
603 1 66.65474
604 1 66.73269
605 1 66.81063
606 1 66.888565
607 1 66.96649
608 1 67.04441
609 1 67.12232
610 1 67.200226
611 1 67.27812
612 1 67.35601
613 1 67.43389
614 1 67.511765
615 1 67.58963
616 1 67.66749
617 1 67.74534
618 1 67.82318
619 1 67.90102
620 1 67.97884
621 1 68.05666
622 1 68.134476
623 1 68.21228
624 1 68.29008
625 1 68.36787
626 1 68.44565
627 1 68.52342
628 1 68.60118
629 1 68.67893
630 1 68.756676
631 1 68.83441
632 1 68.91214
633 1 68.98986
634 1 69.06757
635 1 69.14528
636 1 69.22298
637 1 69.30067
638 1 69.37835
639 1 69.456024
640 1 69.53369
641 1 69.61135
642 1 69.689
643 1 69.76665
644 1 69.844284
645 1 69.92191
646 1 69.999535
647 1 70.07715
648 1 70.154755
649 1 70.23235
650 1 70.309944
651 1 70.38753
652 1 70.4651
653 1 70.54267
654 1 70.62023
655 1 70.697784
656 1 70.77533
657 1 70.85287
658 1 70.93039
659 1 71.007904
660 1 71.08541
661 1 71.16291
662 1 71.2404
663 1 71.31789
664 1 71.39536
665 1 71.47283
666 1 71.55029
667 1 71.62775
668 1 71.70519
669 1 71.78263
670 1 71.86006
671 1 71.937485
672 1 72.0149
673 1 72.09231
674 1 72.16971
675 1 72.2471
676 1 72.324486
677 1 72.40186
678 1 72.47923
679 1 72.556595
680 1 72.63395
681 1 72.711296
682 1 72.788635
683 1 72.86597
684 1 72.94329
685 1 73.02061
686 1 73.097916
687 1 73.17522
688 1 73.25251
689 1 73.329796
690 1 73.407074
691 1 73.48434
692 1 73.56159
693 1 73.63884
694 1 73.71608
695 1 73.79331
696 1 73.87054
697 1 73.947754
698 1 74.02496
699 1 74.102165
700 1 74.17936
701 1 74.256546
702 1 74.333725
703 1 74.4109
704 1 74.48806
705 1 74.565216
706 1 74.642365
707 1 74.719505
708 1 74.79664
709 1 74.873764
710 1 74.95088
711 1 75.02799
712 1 75.105095
713 1 75.18219
714 1 75.25928
715 1 75.33636
716 1 75.41343
717 1 75.49049
718 1 75.56755
719 1 75.6446
720 1 75.72164
721 1 75.798676
722 1 75.8757
723 1 75.95272
724 1 76.02973
725 1 76.106735
726 1 76.18373
727 1 76.26072
728 1 76.33769
729 1 76.41466
730 1 76.491615
731 1 76.568565
732 1 76.64551
733 1 76.72244
734 1 76.79937
735 1 76.87629
736 1 76.9532
737 1 77.030106
738 1 77.107
739 1 77.18389
740 1 77.26077
741 1 77.33765
742 1 77.41451
743 1 77.49137
744 1 77.56822
745 1 77.645065
746 1 77.7219
747 1 77.79873
748 1 77.87555
749 1 77.95236
750 1 78.02917
751 1 78.105965
752 1 78.182755
753 1 78.25954
754 1 78.33631
755 1 78.41308
756 1 78.48984
757 1 78.56659
758 1 78.64333
759 1 78.72007
760 1 78.7968
761 1 78.87352
762 1 78.95023
763 1 79.02694
764 1 79.10364
765 1 79.18033
766 1 79.25701
767 1 79.33369
768 1 79.410355
769 1 79.487015
770 1 79.56367
771 1 79.64031
772 1 79.71695
773 1 79.79357
774 1 79.870186
775 1 79.94679
776 1 80.02339
777 1 80.09998
778 1 80.17657
779 1 80.25314
780 1 80.32971
781 1 80.40627
782 1 80.48283
783 1 80.55937
784 1 80.63591
785 1 80.71244
786 1 80.78896
787 1 80.86548
788 1 80.941986
789 1 81.018486
790 1 81.09498
791 1 81.17146
792 1 81.24794
793 1 81.32441
794 1 81.40087
795 1 81.477325
796 1 81.55377
797 1 81.63021
798 1 81.70664
799 1 81.783066
800 1 81.85948
801 1 81.93589
802 1 82.01229
803 1 82.088684
804 1 82.16507
805 1 82.24145
806 1 82.31782
807 1 82.39418
808 1 82.470535
809 1 82.54688
810 1 82.62322
811 1 82.699554
812 1 82.77588
813 1 82.852196
814 1 82.928505
815 1 83.00481
816 1 83.0811
817 1 83.15739
818 1 83.233665
819 1 83.30994
820 1 83.3862
821 1 83.462456
822 1 83.538704
823 1 83.614944
824 1 83.69118
825 1 83.7674
826 1 83.84362
827 1 83.91983
828 1 83.99603
829 1 84.07223
830 1 84.148415
831 1 84.224594
832 1 84.30076
833 1 84.376915
834 1 84.453064
835 1 84.529205
836 1 84.60534
837 1 84.681465
838 1 84.75758
839 1 84.833694
840 1 84.9098
841 1 84.98589
842 1 85.06198
843 1 85.13806
844 1 85.214134
845 1 85.2902
846 1 85.36626
847 1 85.44231
848 1 85.51835
849 1 85.59438
850 1 85.67041
851 1 85.74643
852 1 85.82244
853 1 85.898445
854 1 85.97444
855 1 86.05043
856 1 86.12641
857 1 86.202385
858 1 86.27835
859 1 86.35431
860 1 86.43026
861 1 86.5062
862 1 86.58214
863 1 86.658066
864 1 86.733986
865 1 86.8099
866 1 86.8858
867 1 86.9617
868 1 87.03759
869 1 87.11347
870 1 87.18935
871 1 87.26521
872 1 87.34107
873 1 87.41692
874 1 87.49277
875 1 87.5686
876 1 87.64443
877 1 87.72025
878 1 87.79607
879 1 87.87187
880 1 87.94767
881 1 88.02346
882 1 88.09924
883 1 88.17502
884 1 88.250786
885 1 88.326546
886 1 88.4023
887 1 88.47804
888 1 88.55378
889 1 88.62951
890 1 88.70523
891 1 88.780945
892 1 88.85665
893 1 88.93235
894 1 89.00804
895 1 89.083725
896 1 89.1594
897 1 89.23507
898 1 89.31073
899 1 89.38638
900 1 89.46203
901 1 89.53767
902 1 89.6133
903 1 89.68892
904 1 89.764534
905 1 89.84014
906 1 89.91574
907 1 89.99133
908 1 90.06692
909 1 90.142494
910 1 90.21806
911 1 90.293625
912 1 90.36918
913 1 90.444725
914 1 90.52026
915 1 90.595795
916 1 90.67132
917 1 90.74683
918 1 90.82234
919 1 90.89784
920 1 90.973335
921 1 91.04882
922 1 91.1243
923 1 91.19977
924 1 91.27523
925 1 91.350685
926 1 91.42613
927 1 91.50157
928 1 91.577
929 1 91.65243
930 1 91.727844
931 1 91.80325
932 1 91.878654
933 1 91.95405
934 1 92.029434
935 1 92.10481
936 1 92.18018
937 1 92.25555
938 1 92.3309
939 1 92.40625
940 1 92.48159
941 1 92.55692
942 1 92.63225
943 1 92.707565
944 1 92.782875
945 1 92.85818
946 1 92.93347
947 1 93.00876
948 1 93.08404
949 1 93.15931
950 1 93.23457
951 1 93.30983
952 1 93.38508
953 1 93.46032
954 1 93.53555
955 1 93.61078
956 1 93.686
957 1 93.76121
958 1 93.83641
959 1 93.911606
960 1 93.98679
961 1 94.06197
962 1 94.137146
963 1 94.21231
964 1 94.28747
965 1 94.36262
966 1 94.43776
967 1 94.51289
968 1 94.58802
969 1 94.66314
970 1 94.73825
971 1 94.813354
972 1 94.88845
973 1 94.96354
974 1 95.03862
975 1 95.11369
976 1 95.18876
977 1 95.26382
978 1 95.33887
979 1 95.41391
980 1 95.488945
981 1 95.56397
982 1 95.63899
983 1 95.714005
984 1 95.78901
985 1 95.864006
986 1 95.938995
987 1 96.01398
988 1 96.08895
989 1 96.16392
990 1 96.23888
991 1 96.31383
992 1 96.38877
993 1 96.46371
994 1 96.538635
995 1 96.613556
996 1 96.68847
997 1 96.763374
998 1 96.83827
999 1 96.91316
1000 1 96.988045
1001 1 97.06292
1002 1 97.13779
1003 1 97.21265
1004 1 97.2875
1005 1 97.36234
1006 1 97.43718
1007 1 97.51201
1008 1 97.58683
1009 1 97.661644
1010 1 97.73645
1011 1 97.81125
1012 1 97.88604
1013 1 97.96082
1014 1 98.0356
1015 1 98.11037
1016 1 98.18513
1017 1 98.25988
1018 1 98.334625
1019 1 98.40936
1020 1 98.48409
1021 1 98.558815
1022 1 98.63353
1023 1 98.70824
1024 1 98.782936
1025 1 98.85763
1026 1 98.93231
1027 1 99.00699
1028 1 99.08166
1029 1 99.15632
1030 1 99.23097
1031 1 99.30562
1032 1 99.38026
1033 1 99.45489
1034 1 99.52951
1035 1 99.604126
1036 1 99.678734
1037 1 99.753334
1038 1 99.82793
1039 1 99.90251
1040 1 99.97709
1041 1 100.05166
1041 0 100.12622
1042 0 100.19894
1043 0 100.269806
1044 0 100.33883
1045 0 100.40601
1046 0 100.47135
1047 0 100.53484
1048 0 100.59649
1049 0 100.656296
1050 0 100.71426
1051 0 100.77037
1052 0 100.824646
1053 0 100.877075
1054 0 100.927666
1055 0 100.97641
1056 0 101.023315
1057 0 101.068375
1058 0 101.111595
1059 0 101.15297
1060 0 101.192505
1061 0 101.2302
1062 0 101.26605
1063 0 101.300064
1064 0 101.33224
1065 0 101.362564
1066 0 101.39105
1067 0 101.4177
1068 0 101.44251
1069 0 101.46548
1070 0 101.4866
1071 0 101.50589
1072 0 101.52334
1073 0 101.53895
1074 0 101.55272
1075 0 101.56465
1076 0 101.574745
1077 0 101.583
1078 0 101.58942
1079 0 101.593994
1080 0 101.59673
1081 0 101.59763
1082 0 101.596695
1083 0 101.59392
1084 0 101.58931
1085 0 101.58286
1086 0 101.57458
1087 0 101.56629
1088 0 101.55801
1089 0 101.54972
1090 0 101.54144
1091 0 101.533165
1092 0 101.52489
1093 0 101.51661
1094 0 101.50833
1095 0 101.50005
1096 0 101.491776
1097 0 101.4835
1098 0 101.47522
1099 0 101.46695
1100 0 101.45868
1101 0 101.45041
1102 0 101.44214
1103 0 101.43387
1104 0 101.4256
1105 0 101.41733
1106 0 101.40906
1107 0 101.40079
1108 0 101.392525
1109 0 101.38426
1110 0 101.376
1111 0 101.36774
1112 0 101.359474
1113 0 101.35121
1114 0 101.34295
1115 0 101.33469
1116 0 101.32642
1117 0 101.31817
1118 0 101.30991
1119 0 101.30166
1120 0 101.2934
1121 0 101.28515
1122 0 101.27689
1123 0 101.26864
1124 0 101.26038
1125 0 101.25213
1126 0 101.24388
1127 0 101.235634
1128 0 101.22739
1129 0 101.21914
1130 0 101.21089
1131 0 101.202644
1132 0 101.1944
1133 0 101.18615
1134 0 101.1779
1135 0 101.169655
1136 0 101.161415
1137 0 101.153175
1138 0 101.144936
1139 0 101.136696
1140 0 101.128456
1141 0 101.12022
1142 0 101.11198
1143 0 101.10374
1144 0 101.0955
1145 0 101.087265
1146 0 101.07903
1147 0 101.0708
1148 0 101.06257
1149 0 101.05434
1150 0 101.046104
1151 0 101.03787
1152 0 101.02964
1153 0 101.02141
1154 0 101.01318
1155 0 101.00496
1156 0 100.996735
1157 0 100.98851
1158 0 100.980286
1159 0 100.97206
1160 0 100.96384
1161 0 100.95561
1162 0 100.94739
1163 0 100.93917
1164 0 100.930954
1165 0 100.92274
1166 0 100.91452
1167 0 100.9063
1168 0 100.89809
1169 0 100.88987
1170 0 100.88165
1171 0 100.873436
1172 0 100.86523
1173 0 100.85702
1174 0 100.84881
1175 0 100.8406
1176 0 100.83239
1177 0 100.82418
1178 0 100.81597
1179 0 100.80776
1180 0 100.79955
1181 0 100.79135
1182 0 100.78315
1183 0 100.77495
1184 0 100.76675
1185 0 100.758545
1186 0 100.75034
1187 0 100.74214
1188 0 100.73394
1189 0 100.72574
1190 0 100.717545
1191 0 100.70935
1192 0 100.70116
1193 0 100.69296
1194 0 100.68477
1195 0 100.676575
1196 0 100.66838
1197 0 100.66019
1198 0 100.65199
1199 0 100.6438
1200 0 100.63561
1201 0 100.627426
1202 0 100.61924
1203 0 100.61105
1204 0 100.60287
1205 0 100.59468
1206 0 100.586494
1207 0 100.57831
1208 0 100.57012
1209 0 100.56194
1210 0 100.553764
1211 0 100.545586
1212 0 100.53741
1213 0 100.52923
1214 0 100.52105
1215 0 100.51287
1216 0 100.50469
1217 0 100.49651
1218 0 100.48834
1219 0 100.48017
1220 0 100.472
1221 0 100.46383
1222 0 100.45566
1223 0 100.44749
1224 0 100.439316
1225 0 100.431145
1226 0 100.42297
1227 0 100.41481
1228 0 100.40665
1229 0 100.39848
1230 0 100.39032
1231 0 100.38216
1232 0 100.37399
1233 0 100.36583
1234 0 100.357666
1235 0 100.3495
1236 0 100.34135
1237 0 100.33319
1238 0 100.325035
1239 0 100.31688
1240 0 100.30872
1241 0 100.30057
1242 0 100.29241
1243 0 100.284256
1244 0 100.2761
1245 0 100.267944
1246 0 100.259796
1247 0 100.25165
1248 0 100.2435
1249 0 100.23535
1250 0 100.2272
1251 0 100.219055
1252 0 100.21091
1253 0 100.20276
1254 0 100.19461
1255 0 100.18647
1256 0 100.17833
1257 0 100.17019
1258 0 100.16205
1259 0 100.15391
1260 0 100.14577
1261 0 100.13763
1262 0 100.129486
1263 0 100.121346
1264 0 100.11321
1265 0 100.10508
1266 0 100.09695
1267 0 100.08881
1268 0 100.08068
1269 0 100.07255
1270 0 100.064415
1271 0 100.05628
1272 0 100.04815
1273 0 100.04002
1274 0 100.0319
1275 0 100.02377
1276 0 100.01565
1277 0 100.00752
1278 0 99.9994
1279 0 99.99127
1280 0 99.98315
1281 0 99.97502
1282 0 99.9669
1283 0 99.958786
1284 0 99.95067
1285 0 99.94255
1286 0 99.93443
1287 0 99.926315
1288 0 99.9182
1289 0 99.91008
1290 0 99.90196
1291 0 99.893845
1292 0 99.885735
1293 0 99.877625
1294 0 99.869514
1295 0 99.861404
1296 0 99.853294
1297 0 99.845184
1298 0 99.837074
1299 0 99.828964
1300 0 99.820854
1301 0 99.81275
1302 0 99.80465
1303 0 99.79655
1304 0 99.788445
1305 0 99.78034
1306 0 99.77224
1307 0 99.76414
1308 0 99.756035
1309 0 99.74793
1310 0 99.73984
1311 0 99.73174
1312 0 99.72365
1313 0 99.71555
1314 0 99.70746
1315 0 99.69936
1316 0 99.69127
1317 0 99.683174
1318 0 99.67508
1319 0 99.666985
1320 0 99.6589
1321 0 99.65081
1322 0 99.64272
1323 0 99.634636
1324 0 99.62655
1325 0 99.61846
1326 0 99.610374
1327 0 99.60229
1328 0 99.5942
1329 0 99.58612
1330 0 99.57804
1331 0 99.56996
1332 0 99.56188
1333 0 99.5538
1334 0 99.54572
1335 0 99.53764
1336 0 99.529564
1337 0 99.521484
1338 0 99.51341
1339 0 99.50534
1340 0 99.49727
1341 0 99.4892
1342 0 99.481125
1343 0 99.47305
1344 0 99.46498
1345 0 99.45691
1346 0 99.44884
1347 0 99.44077
1348 0 99.43271
1349 0 99.424644
1350 0 99.41658
1351 0 99.408516
1352 0 99.40045
1353 0 99.39239
1354 0 99.38432
1355 0 99.37626
